"","ResponseId","Duration (in seconds)","party","party_4_TEXT","anes_rep","anes_dem","anes_ind","anes_ind_force","SPV_1_meta_out_2","SPV_2_meta_out_2","SPV_3_meta_out_1","SPV_4_meta_out_2","out_corr_time_Page Submit","out_cont_time_Page Submit","manip_ck_1","SPV_1_2","SPV_2_2","SPV_3_1","SPV_4_2","ESPV_1_2","ESPV_2_2","ESPV_3_1","ft_rep_1","ft_dem_1","CSV_1_1","CSV_2_1","CSV_3_1","ancodi_1","ancodi_2","ancodi_3","rep_violence_1","dem_violence_1","sd_marriage_1","sd_friend_1","sd_work_1","sd_carpool_1","YOB","Gender","race","education","polit","religious","region","employed","income","ladder","screen_reason","condition","Inparty","Outparty","IP_dup","MID_dup","gc","SPV_self","SPV_meta_out","ESPV_avg","CSV_avg","ancodi","sd_avg","ft_out","ft_in","ft_diff","out_violence","in_violence","gender","age","stren","Education","Race","SPV_meta_over"
"65","R_2CxNRCaICHatN5D",602,1,NA,1,NA,NA,NA,45,40,35,40,38.108,NA,20,5,5,5,7,10,3,4,85,45,49,47,49,4,7,15,14,15,7,5,5,5,1978,2,"white","Bachelors",6,7,3,2,15000,4,"none","out_correct","Republican","Democrat",0,0,1,5.5,40,5.66666666666667,48.3333333333333,8.66666666666667,5.5,45,85,40,15,14,"Female",42,"Strong","Bachelors","white",30.7
"66","R_2TT8wWFU53qw3Va",359,2,NA,NA,1,NA,NA,81,100,100,85,NA,20.705,97,58,1,1,4,33,0,86,0,100,74,86,32,77,77,76,93,0,69,5,21,10,1966,2,"white","Bachelors",2,3,2,1,95000,4,"none","out_control","Democrat","Republican",0,0,1,16,91.5,39.6666666666667,64,76.6666666666667,26.25,0,100,100,93,0,"Female",54,"Strong","Bachelors","white",81.2
"67","R_Y5rI1PPUvDNlQOZ",362,1,NA,2,NA,NA,NA,28,38,10,4,29.111,NA,10,14,30,1,20,9,6,2,71,37,40,39,5,27,56,40,9,1,19,3,5,0,1969,1,"white","Graduate",6,5,2,1,225000,3,"none","out_correct","Republican","Democrat",0,0,1,16.25,20,5.66666666666667,28,41,6.75,37,71,34,1,9,"Male",51,"Not strong","Graduate","white",10.7
"68","R_3EolbqlGJmtsgQB",731,2,NA,NA,1,NA,NA,10,10,0,15,NA,13.871,10,0,0,0,0,0,0,0,51,90,50,50,50,0,0,0,51,0,35,20,0,10,1988,1,"hispanic","Bachelors",3,5,4,1,85000,5,"none","out_control","Democrat","Republican",0,0,1,0,8.75,0,50,0,16.25,51,90,39,51,0,"Male",32,"Strong","Bachelors","hispanic",-1.55
"69","R_3O9fs5GtWWki1fl",276,1,NA,1,NA,NA,NA,42,60,19,57,NA,12.97,45,3,6,11,4,6,8,9,92,20,21,19,13,0,9,4,4,1,61,56,23,21,1988,2,"white","Graduate",7,6,3,1,150000,3,"none","out_control","Republican","Democrat",0,0,1,6,44.5,7.66666666666667,17.6666666666667,4.33333333333333,40.25,20,92,72,1,4,"Female",32,"Strong","Graduate","white",35.2
"70","R_ZIGbKUXCmkvvoS5",348,1,NA,1,NA,NA,NA,40,75,66,72,NA,13.557,50,0,3,0,0,0,0,0,73,45,45,48,45,30,29,29,10,13,52,43,46,61,1983,2,"white","Graduate",7,7,3,1,35000,6,"none","out_control","Republican","Democrat",0,0,1,0.75,63.25,0,46,29.3333333333333,50.5,45,73,28,13,10,"Female",37,"Strong","Graduate","white",53.95
"71","R_29ne1o56aEVGvN8",593,2,NA,NA,1,NA,NA,56,56,60,60,NA,24.297,60,0,0,0,0,0,0,60,39,52,30,0,52,52,19,52,43,0,58,52,35,50,1983,2,"white","Bachelors",1,2,3,4,15000,8,"none","out_control","Democrat","Republican",0,0,1,0,58,20,27.3333333333333,41,48.75,39,52,13,43,0,"Female",37,"Strong","Bachelors","white",47.7
"72","R_z2x69JlhDZGu20p",432,2,NA,NA,1,NA,NA,18,23,27,17,NA,20.899,16,0,0,0,7,0,0,10,25,75,51,49,51,68,77,80,29,0,100,78,70,76,1994,2,"white","Bachelors",2,5,4,4,55000,5,"none","out_control","Democrat","Republican",0,0,1,1.75,21.25,3.33333333333333,50.3333333333333,75,81,25,75,50,29,0,"Female",26,"Strong","Bachelors","white",10.95
"73","R_2tzesVkomPjcvts",1028,1,NA,1,NA,NA,NA,10,0,5,25,NA,24.491,25,5,5,5,5,0,5,5,100,0,55,55,55,10,10,10,45,45,60,55,55,45,1956,1,"white","Some college",7,6,3,1,55000,6,"none","out_control","Republican","Democrat",0,0,1,5,10,3.33333333333333,55,10,53.75,0,100,100,45,45,"Male",64,"Strong","Some college","white",0.699999999999999
"74","R_OQoDybFnLKP8MSJ",313,1,NA,1,NA,NA,NA,100,94,100,100,NA,9.302,99,22,6,9,17,94,63,21,91,0,100,83,83,91,92,100,15,100,67,7,0,0,1980,2,"white","Bachelors",6,5,3,1,55000,6,"none","out_control","Republican","Democrat",0,0,1,13.5,98.5,59.3333333333333,88.6666666666667,94.3333333333333,18.5,0,91,91,100,15,"Female",40,"Strong","Bachelors","white",89.2
"75","R_3hxVTHW3PtAxFfl",428,2,NA,NA,2,NA,NA,25,20,20,20,21.361,NA,10,0,5,0,0,15,0,0,20,80,70,40,40,20,20,20,25,5,10,5,0,5,1990,2,"white","Some college",2,4,2,1,85000,8,"none","out_correct","Democrat","Republican",0,0,1,1.25,21.25,5,50,20,5,20,80,60,25,5,"Female",30,"Not strong","Some college","white",10.95
"76","R_2zkBLsV6axQymcp",435,1,NA,1,NA,NA,NA,13,15,11,10,NA,29.218,6,0,0,0,0,0,0,0,90,5,50,50,50,0,0,0,5,5,25,0,0,5,1967,2,"white","Some college",7,7,3,2,45000,7,"none","out_control","Republican","Democrat",0,0,1,0,12.25,0,50,0,7.5,5,90,85,5,5,"Female",53,"Strong","Some college","white",2.95
"77","R_qC0sbah3jkWVP8t",465,2,NA,NA,2,NA,NA,100,100,100,100,NA,12.759,100,0,0,0,0,0,0,0,30,80,5,10,5,10,30,30,70,0,30,20,20,20,1982,1,"white","Graduate",3,3,1,1,75000,6,"none","out_control","Democrat","Republican",0,0,1,0,100,0,6.66666666666667,23.3333333333333,22.5,30,80,50,70,0,"Male",38,"Not strong","Graduate","white",89.7
"78","R_1OPSMePtCccdGQr",395,2,NA,NA,1,NA,NA,0,11,25,14,NA,14.936,36,4,0,0,0,15,20,45,23,71,55,50,50,27,47,53,77,0,0,0,0,0,1976,1,"white","Bachelors",1,4,1,1,150000,5,"none","out_control","Democrat","Republican",0,0,1,1,12.5,26.6666666666667,51.6666666666667,42.3333333333333,0,23,71,48,77,0,"Male",44,"Strong","Bachelors","white",2.2
"79","R_2tsRfgwO7k16srW",447,2,NA,NA,1,NA,NA,100,100,100,100,NA,6.936,100,0,0,0,0,100,0,100,0,60,91,90,90,90,90,90,60,0,51,51,51,49,1983,2,"black","Graduate",2,4,4,1,112500,5,"none","out_control","Democrat","Republican",0,0,1,0,100,66.6666666666667,90.3333333333333,90,50.5,0,60,60,60,0,"Female",37,"Strong","Graduate","black",89.7
"80","R_3qfBhX7ko96HCRv",610,1,NA,1,NA,NA,NA,60,45,47,45,65.654,NA,10,0,0,0,0,0,0,0,70,49,50,50,50,10,10,10,3,20,40,30,30,30,1992,2,"white","Bachelors",7,7,2,2,5000,7,"none","out_correct","Republican","Democrat",0,0,1,0,49.25,0,50,10,32.5,49,70,21,20,3,"Female",28,"Strong","Bachelors","white",39.95
"81","R_1ozOytkIbmxVGfk",428,2,NA,NA,1,NA,NA,61,81,59,0,62.12,NA,13,2,3,0,0,18,70,0,7,90,19,60,2,62,56,93,19,18,62,25,12,10,36,2,"white","Some college",3,2,2,2,5000,10,"none","out_correct","Democrat","Republican",0,0,1,1.25,50.25,29.3333333333333,27,70.3333333333333,27.25,7,90,83,19,18,"Female",36,"Strong","Some college","white",39.95
"82","R_aVKEolZCjgyLY4x",748,1,NA,1,NA,NA,NA,23,11,0,0,NA,7.05,30,25,25,0,0,15,25,0,75,29,92,95,65,9,60,70,13,60,88,0,14,0,1990,2,"other","Some college",7,7,2,2,5000,8,"none","out_control","Republican","Democrat",0,0,1,12.5,8.5,13.3333333333333,84,46.3333333333333,25.5,29,75,46,60,13,"Female",30,"Strong","Some college","other",-0.800000000000001
"83","R_2ZU2d5X50Pzawtg",660,1,NA,1,NA,NA,NA,80,80,54,83,NA,17.011,80,24,30,50,91,81,90,76,93,10,76,78,88,100,88,100,52,90,53,34,37,52,52,1,"white","Some college",6,6,3,1,112500,6,"none","out_control","Republican","Democrat",0,0,1,48.75,74.25,82.3333333333333,80.6666666666667,96,44,10,93,83,90,52,"Male",52,"Strong","Some college","white",64.95
"84","R_2uPOEoUUVzuYDr4",595,2,NA,NA,1,NA,NA,15,25,30,30,46.324,NA,10,4,0,0,0,0,0,15,0,77,50,61,50,76,77,100,100,9,30,0,30,25,1985,2,"black","Graduate",2,1,3,7,45000,8,"none","out_correct","Democrat","Republican",0,0,1,1,25,5,53.6666666666667,84.3333333333333,21.25,0,77,77,100,9,"Female",35,"Strong","Graduate","black",14.7
"85","R_3O6xcO660sf5fEo",424,1,NA,1,NA,NA,NA,72,90,83,87,19.924,NA,31,0,7,0,4,6,6,0,82,62,30,40,61,16,28,7,0,23,10,25,16,16,1976,2,"white","HS or less",7,6,2,7,187500,4,"none","out_correct","Republican","Democrat",0,0,1,2.75,83,4,43.6666666666667,17,16.75,62,82,20,23,0,"Female",44,"Strong","HS or less","white",73.7
"86","R_1pSyl7pjJ2ctvAq",593,1,NA,1,NA,NA,NA,100,100,100,100,29.105,NA,100,0,0,0,0,0,0,0,75,25,50,50,50,100,100,100,0,100,0,0,0,0,1965,1,"white","Graduate",5,1,4,1,55000,4,"none","out_correct","Republican","Democrat",0,0,1,0,100,0,50,100,0,25,75,50,100,0,"Male",55,"Strong","Graduate","white",90.7
"87","R_1k14NifKW7zk5vz",268,1,NA,1,NA,NA,NA,10,6,19,19,32.45,NA,9,3,3,2,2,9,2,5,100,0,100,100,100,0,0,0,0,7,20,0,0,0,1991,2,"white","Some college",7,4,2,2,95000,6,"none","out_correct","Republican","Democrat",0,0,1,2.5,13.5,5.33333333333333,100,0,5,0,100,100,7,0,"Female",29,"Strong","Some college","white",4.2
"88","R_vMRTF8r81luGsZb",234,1,NA,1,NA,NA,NA,0,0,0,0,7.879,NA,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,100,1998,1,"white","Bachelors",7,7,1,6,35000,4,"none","out_correct","Republican","Democrat",0,0,1,0,0,0,0,0,100,0,100,100,0,0,"Male",22,"Strong","Bachelors","white",-9.3
"89","R_3MGKZwLWl1LcXUU",361,2,NA,NA,1,NA,NA,90,92,79,95,NA,12.486,61,0,17,7,31,7,1,62,2,72,20,41,38,96,87,100,71,6,93,51,26,10,1984,2,"white","Bachelors",1,3,3,3,35000,8,"none","out_control","Democrat","Republican",0,0,1,13.75,89,23.3333333333333,33,94.3333333333333,45,2,72,70,71,6,"Female",36,"Strong","Bachelors","white",78.7
"90","R_3MGumAJ7swiYcBr",393,2,NA,NA,1,NA,NA,70,71,65,65,22.272,NA,50,5,15,0,5,40,30,40,15,65,55,53,55,75,65,60,40,2,60,55,50,60,1991,1,"white","Bachelors",1,2,2,1,65000,6,"none","out_correct","Democrat","Republican",0,0,1,6.25,67.75,36.6666666666667,54.3333333333333,66.6666666666667,56.25,15,65,50,40,2,"Male",29,"Strong","Bachelors","white",57.45
"91","R_2QDmGW4cJJeOWZO",573,1,NA,1,NA,NA,NA,40,20,20,10,NA,15.951,15,1,1,1,1,0,0,0,50,5,50,50,50,55,80,80,50,50,60,50,80,80,1970,2,"white","HS or less",6,6,3,7,85000,6,"none","out_control","Republican","Democrat",0,0,1,1,22.5,0,50,71.6666666666667,67.5,5,50,45,50,50,"Female",50,"Strong","HS or less","white",13.2
"92","R_QiUV5hDfzbQN0k1",550,2,NA,NA,1,NA,NA,90,90,80,70,39.35,NA,70,0,0,0,0,0,0,0,10,90,0,0,0,45,20,40,70,10,0,0,0,0,1993,2,"white","HS or less",2,1,2,2,25000,9,"none","out_correct","Democrat","Republican",0,0,1,0,82.5,0,0,35,0,10,90,80,70,10,"Female",27,"Strong","HS or less","white",72.2
"93","R_RxaERCHbfDBwwhz",899,1,NA,1,NA,NA,NA,20,40,30,30,41.767,NA,20,0,2,1,1,2,2,0,80,5,70,75,55,60,30,30,10,75,2,0,5,5,1981,1,"white","Some college",7,2,2,7,95000,6,"none","out_correct","Republican","Democrat",0,0,1,1,30,1.33333333333333,66.6666666666667,40,3,5,80,75,75,10,"Male",39,"Strong","Some college","white",20.7
"94","R_12QEhTBs3WNC0Ne",270,2,NA,NA,2,NA,NA,51,14,30,24,12.697,NA,4,51,13,6,3,62,5,0,51,68,51,8,0,51,51,51,27,0,28,16,0,15,2000,1,"black","Some college",2,4,2,7,112500,7,"none","out_correct","Democrat","Republican",0,0,1,18.25,29.75,22.3333333333333,19.6666666666667,51,14.75,51,68,17,27,0,"Male",20,"Not strong","Some college","black",19.45
"95","R_YXjufm0dH9C28Zr",204,2,NA,NA,2,NA,NA,0,69,50,35,NA,3.661,35,0,0,0,0,0,0,50,0,60,50,50,50,44,17,50,30,0,0,0,0,0,1983,1,"white","Bachelors",1,1,4,1,225000,4,"none","out_control","Democrat","Republican",0,0,1,0,38.5,16.6666666666667,50,37,0,0,60,60,30,0,"Male",37,"Not strong","Bachelors","white",28.2
"96","R_1opdlo5hUoGuGB2",867,2,NA,NA,2,NA,NA,79,78,62,62,44.58,NA,10,0,0,0,0,0,0,0,25,89,52,52,52,19,19,62,9,1,27,34,11,11,1994,2,"white","Some college",2,3,3,1,35000,8,"none","out_correct","Democrat","Republican",0,0,1,0,70.25,0,52,33.3333333333333,20.75,25,89,64,9,1,"Female",26,"Not strong","Some college","white",59.95
"97","R_2QDIbd0qkmuOqZP",676,2,NA,NA,1,NA,NA,10,10,10,10,NA,11.493,10,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,10,20,0,0,0,0,1971,1,"white","Some college",1,1,3,2,5000,9,"none","out_control","Democrat","Republican",0,0,1,0,10,0,0,0,0,20,10,-10,10,20,"Male",49,"Strong","Some college","white",-0.300000000000001
"98","R_1nOXswHPwBRDegY",375,1,NA,1,NA,NA,NA,45,32,81,74,NA,9.637,71,33,33,14,24,60,67,60,91,24,17,17,18,79,70,84,29,75,38,43,14,35,1989,1,"white","Bachelors",6,1,4,1,112500,6,"none","out_control","Republican","Democrat",0,0,1,26,58,62.3333333333333,17.3333333333333,77.6666666666667,32.5,24,91,67,75,29,"Male",31,"Strong","Bachelors","white",48.7
"99","R_8bRFTKJOjCsjAMp",524,1,NA,1,NA,NA,NA,55,65,69,67,41.469,NA,17,2,1,7,4,4,3,2,81,46,21,31,28,36,39,36,7,60,56,52,49,58,1979,2,"white","Some college",6,4,1,1,112500,5,"none","out_correct","Republican","Democrat",0,0,1,3.5,64,3,26.6666666666667,37,53.75,46,81,35,60,7,"Female",41,"Strong","Some college","white",54.7
"100","R_1RAZvYldeTllKAV",370,1,NA,1,NA,NA,NA,23,21,22,23,19.284,NA,20,0,0,0,0,0,0,0,78,28,20,19,17,23,23,17,23,21,23,0,0,0,1981,2,"white","Graduate",7,7,2,1,55000,8,"none","out_correct","Republican","Democrat",0,0,1,0,22.25,0,18.6666666666667,21,5.75,28,78,50,21,23,"Female",39,"Strong","Graduate","white",12.95
"101","R_1mW1ge0dsJhO5i8",820,1,NA,1,NA,NA,NA,0,0,0,2,9.606,NA,9,0,0,0,0,2,3,0,59,0,50,50,50,23,4,67,1,71,67,19,36,60,1991,2,"white","Some college",5,5,3,1,35000,6,"none","out_correct","Republican","Democrat",0,0,1,0,0.5,1.66666666666667,50,31.3333333333333,45.5,0,59,59,71,1,"Female",29,"Strong","Some college","white",-8.8
"102","R_2BxiQCiYUJhHtXY",235,2,NA,NA,1,NA,NA,25,64,29,62,9.24,NA,70,8,1,0,6,11,7,3,0,71,0,1,2,66,74,73,86,4,80,81,65,76,1972,2,"white","Some college",1,1,3,1,85000,8,"none","out_correct","Democrat","Republican",0,0,1,3.75,45,7,1,71,75.5,0,71,71,86,4,"Female",48,"Strong","Some college","white",34.7
"103","R_3RwRCMBFPts38A2",554,2,NA,NA,1,NA,NA,82,70,100,91,31.522,NA,80,42,57,56,56,20,10,16,43,70,50,50,50,39,39,40,80,26,68,42,19,28,35,2,"white","Bachelors",1,1,2,1,95000,6,"none","out_correct","Democrat","Republican",0,0,1,52.75,85.75,15.3333333333333,50,39.3333333333333,39.25,43,70,27,80,26,"Female",35,"Strong","Bachelors","white",75.45
"104","R_DTOBecz3SuNHllf",673,1,NA,1,NA,NA,NA,25,30,0,20,51.578,NA,92,0,0,0,0,0,0,0,90,0,1,1,1,4,4,4,1,98,29,36,18,29,30,2,"white","HS or less",6,6,2,4,35000,8,"none","out_correct","Republican","Democrat",0,0,1,0,18.75,0,1,4,28,0,90,90,98,1,"Female",30,"Strong","HS or less","white",9.45
"105","R_OOlJg31kF1PEbxT",449,1,NA,2,NA,NA,NA,100,100,100,100,30.217,NA,100,0,0,0,0,0,0,0,62,32,70,70,51,7,71,12,0,90,12,10,8,7,1984,1,"white","Graduate",5,6,2,4,5000,9,"none","out_correct","Republican","Democrat",0,0,1,0,100,0,63.6666666666667,30,9.25,32,62,30,90,0,"Male",36,"Not strong","Graduate","white",90.7
"106","R_2Xp3fha7I8TtJ3E",380,2,NA,NA,1,NA,NA,29,66,60,65,NA,13.541,61,27,30,6,39,18,0,65,33,46,0,0,51,19,71,20,82,38,73,3,0,11,1983,2,"white","Some college",1,1,2,1,45000,7,"none","out_control","Democrat","Republican",0,0,1,25.5,55,27.6666666666667,17,36.6666666666667,21.75,33,46,13,82,38,"Female",37,"Strong","Some college","white",44.7
"107","R_1CKoYz2nPG5oNSl",750,1,NA,1,NA,NA,NA,100,100,100,100,NA,18.135,100,0,0,0,100,0,0,0,100,0,50,50,51,100,51,100,51,100,19,40,30,51,60,2,"white","Some college",7,7,4,4,25000,7,"none","out_control","Republican","Democrat",0,0,1,25,100,0,50.3333333333333,83.6666666666667,35,0,100,100,100,51,"Female",60,"Strong","Some college","white",90.7
"108","R_24737D6eFdyNske",583,2,NA,NA,1,NA,NA,41,27,35,20,NA,19.146,42,9,2,15,0,79,6,85,29,50,38,38,45,70,3,36,8,1,85,58,3,34,1982,2,"white","Bachelors",2,5,4,2,25000,6,"none","out_control","Democrat","Republican",0,0,1,6.5,30.75,56.6666666666667,40.3333333333333,36.3333333333333,45,29,50,21,8,1,"Female",38,"Strong","Bachelors","white",20.45
"109","R_pQbGvNYuWCYlgKR",349,1,NA,1,NA,NA,NA,13,22,23,37,17.233,NA,9,0,0,0,4,2,0,2,93,71,50,50,51,2,31,33,5,19,6,18,17,5,1990,2,"white","Graduate",7,7,2,1,35000,7,"none","out_correct","Republican","Democrat",0,0,1,1,23.75,1.33333333333333,50.3333333333333,22,11.5,71,93,22,19,5,"Female",30,"Strong","Graduate","white",14.45
"110","R_3HZwjXweWbBKrcx",1026,1,NA,1,NA,NA,NA,35,55,52,75,NA,75.261,57,35,10,0,3,1,3,0,87,40,82,81,81,59,61,62,1,4,23,4,6,39,1940,2,"white","Bachelors",6,6,3,5,45000,6,"none","out_control","Republican","Democrat",0,0,1,12,54.25,1.33333333333333,81.3333333333333,60.6666666666667,18,40,87,47,4,1,"Female",80,"Strong","Bachelors","white",44.95
"111","R_2Sw9JRttGvPye6C",587,2,NA,NA,1,NA,NA,55,75,50,35,NA,18.681,55,10,30,10,10,50,60,40,0,60,60,70,55,100,100,100,90,0,80,80,50,60,1985,2,"white","HS or less",1,4,4,7,25000,8,"none","out_control","Democrat","Republican",0,0,1,15,53.75,50,61.6666666666667,100,67.5,0,60,60,90,0,"Female",35,"Strong","HS or less","white",43.45
"112","R_1jvLIeYacJgIszn",418,1,NA,1,NA,NA,NA,68,46,41,86,NA,14.167,66,7,8,0,0,19,6,4,87,24,28,21,11,6,28,5,3,26,10,3,4,1,1988,2,"white","Bachelors",5,4,2,1,95000,4,"none","out_control","Republican","Democrat",0,0,1,3.75,60.25,9.66666666666667,20,13,4.5,24,87,63,26,3,"Female",32,"Strong","Bachelors","white",50.95
"113","R_2zN2bqXGbr6SljJ",559,2,NA,NA,2,NA,NA,28,29,3,19,42.485,NA,10,0,0,0,5,0,0,5,50,50,50,50,50,0,0,0,22,1,4,0,0,4,1956,2,"white","Graduate",3,1,4,4,187500,4,"none","out_correct","Democrat","Republican",0,0,1,1.25,19.75,1.66666666666667,50,0,2,50,50,0,22,1,"Female",64,"Not strong","Graduate","white",9.45
"114","R_3MuHNSJZve7k3Ku",677,1,NA,2,NA,NA,NA,40,60,30,25,39.216,NA,20,1,0,0,0,0,0,0,55,15,50,50,50,12,15,10,4,5,0,0,0,0,1986,1,"white","Some college",5,1,3,1,65000,8,"none","out_correct","Republican","Democrat",0,0,1,0.25,38.75,0,50,12.3333333333333,0,15,55,40,5,4,"Male",34,"Not strong","Some college","white",29.45
"115","R_3HodxYxDdhCFCEi",229,2,NA,NA,1,NA,NA,47,48,63,56,NA,6.733,56,38,30,19,24,59,62,65,0,79,68,58,60,84,97,100,70,7,90,65,47,61,1991,1,"white","Graduate",1,1,3,1,65000,4,"none","out_control","Democrat","Republican",0,0,1,27.75,53.5,62,62,93.6666666666667,65.75,0,79,79,70,7,"Male",29,"Strong","Graduate","white",43.2
"116","R_26mxassgFbATBIr",412,1,NA,2,NA,NA,NA,29,10,11,10,NA,9.9,0,0,15,0,0,0,0,0,52,51,20,19,20,13,13,13,65,59,20,4,0,0,1988,2,"hispanic","Bachelors",6,7,2,7,45000,6,"none","out_control","Republican","Democrat",0,0,1,3.75,15,0,19.6666666666667,13,6,51,52,1,59,65,"Female",32,"Not strong","Bachelors","hispanic",5.7
"117","R_0TE2N5Bd3W9KIrn",818,1,NA,1,NA,NA,NA,5,6,14,25,66.737,NA,14,5,6,6,4,10,4,6,80,20,50,50,50,6,6,5,83,81,5,5,0,5,1970,1,"white","Bachelors",6,6,3,1,75000,6,"none","out_correct","Republican","Democrat",0,0,1,5.25,12.5,6.66666666666667,50,5.66666666666667,3.75,20,80,60,81,83,"Male",50,"Strong","Bachelors","white",3.2
"118","R_tY9VUph1dpe4bER",186,2,NA,NA,1,NA,NA,0,0,0,42,NA,4.732,18,0,0,0,0,50,2,0,11,55,59,63,69,70,68,100,58,20,65,61,33,24,1990,2,"white","Some college",1,1,4,1,55000,6,"none","out_control","Democrat","Republican",0,0,1,0,10.5,17.3333333333333,63.6666666666667,79.3333333333333,45.75,11,55,44,58,20,"Female",30,"Strong","Some college","white",0.199999999999999
"119","R_1H6IK6IqrJAi5wb",334,1,NA,1,NA,NA,NA,80,70,0,100,30.832,NA,9,6,17,27,3,23,8,60,84,10,60,11,81,50,78,78,4,100,90,50,8,5,1984,2,"white","Bachelors",6,5,2,1,65000,8,"none","out_correct","Republican","Democrat",0,0,1,13.25,62.5,30.3333333333333,50.6666666666667,68.6666666666667,38.25,10,84,74,100,4,"Female",36,"Strong","Bachelors","white",53.2
"120","R_3eqX8AnMWLzmtfm",1302,1,NA,1,NA,NA,NA,64,81,60,66,NA,17.056,62,20,20,20,30,14,30,4,85,0,50,50,50,8,19,0,0,30,90,30,30,30,1977,1,"white","Bachelors",6,1,2,1,112500,5,"none","out_control","Republican","Democrat",0,0,1,22.5,67.75,16,50,9,45,0,85,85,30,0,"Male",43,"Strong","Bachelors","white",58.45
"121","R_3oyYfEiesc7ykI8",311,1,NA,2,NA,NA,NA,21,57,16,7,NA,8.201,7,0,0,0,0,0,0,0,76,43,50,50,50,58,50,50,3,11,23,15,10,1,1982,2,"white","Bachelors",6,7,2,7,112500,5,"none","out_control","Republican","Democrat",0,0,1,0,25.25,0,50,52.6666666666667,12.25,43,76,33,11,3,"Female",38,"Not strong","Bachelors","white",15.95
"122","R_1A32qvs46rTX8n7",546,2,NA,NA,1,NA,NA,64,32,36,0,NA,30.781,37,0,0,3,0,35,11,16,4,75,0,0,0,75,99,92,42,2,15,78,19,5,1978,2,"white","Some college",2,5,1,7,25000,9,"none","out_control","Democrat","Republican",0,0,1,0.75,33,20.6666666666667,0,88.6666666666667,29.25,4,75,71,42,2,"Female",42,"Strong","Some college","white",22.7
"123","R_sLQqrWNhUwZ0RhL",353,1,NA,1,NA,NA,NA,60,70,35,80,17.487,NA,9,0,5,0,0,0,4,0,75,30,55,55,55,25,10,35,0,20,20,10,15,5,1992,1,"white","Graduate",5,5,3,1,55000,5,"none","out_correct","Republican","Democrat",0,0,1,1.25,61.25,1.33333333333333,55,23.3333333333333,12.5,30,75,45,20,0,"Male",28,"Strong","Graduate","white",51.95
"124","R_3MJQzUYabCbySwI",534,2,NA,NA,1,NA,NA,55,55,45,40,31.204,NA,10,0,0,0,0,20,20,15,0,85,51,51,51,80,55,55,50,4,50,5,10,20,1976,2,"white","Bachelors",2,2,2,7,150000,6,"none","out_correct","Democrat","Republican",0,0,1,0,48.75,18.3333333333333,51,63.3333333333333,21.25,0,85,85,50,4,"Female",44,"Strong","Bachelors","white",38.45
"125","R_1Iiv4tS88aZ63L2",446,2,NA,NA,1,NA,NA,71,71,39,23,31.626,NA,18,1,0,0,0,0,0,0,12,80,50,50,50,42,72,71,13,0,80,67,20,33,1972,2,"white","Graduate",2,1,4,1,150000,3,"none","out_correct","Democrat","Republican",0,0,1,0.25,51,0,50,61.6666666666667,50,12,80,68,13,0,"Female",48,"Strong","Graduate","white",40.7
"126","R_1flSfslAHhllIST",519,2,NA,NA,1,NA,NA,60,75,65,65,26.707,NA,11,0,0,0,0,0,0,0,25,50,25,25,25,0,0,25,25,5,50,25,0,0,1994,2,"white","Bachelors",1,1,3,2,95000,4,"none","out_correct","Democrat","Republican",0,0,1,0,66.25,0,25,8.33333333333333,18.75,25,50,25,25,5,"Female",26,"Strong","Bachelors","white",55.95
"127","R_3OiqyheXca92zFT",1067,1,NA,1,NA,NA,NA,5,5,5,7,NA,12.515,0,0,0,0,0,0,0,0,70,10,50,50,50,4,2,10,0,0,0,0,0,0,1967,2,"white","Bachelors",6,7,2,1,55000,6,"none","out_control","Republican","Democrat",0,0,1,0,5.5,0,50,5.33333333333333,0,10,70,60,0,0,"Female",53,"Strong","Bachelors","white",-3.8
"128","R_A0sMMXao5tpmqLD",575,2,NA,NA,1,NA,NA,0,0,0,0,NA,14.238,0,0,0,0,0,0,0,0,90,95,50,50,50,0,0,0,5,5,0,0,0,0,1967,2,"white","Some college",2,2,3,8,25000,8,"none","out_control","Democrat","Republican",0,0,1,0,0,0,50,0,0,90,95,5,5,5,"Female",53,"Strong","Some college","white",-10.3
"129","R_9F7fhJDIAOSj57z",516,2,NA,NA,1,NA,NA,19,13,4,4,NA,14.779,9,0,0,0,0,0,0,0,7,83,50,50,50,78,18,86,69,0,92,83,60,33,1963,2,"white","Some college",2,4,1,1,112500,5,"none","out_control","Democrat","Republican",0,0,1,0,10,0,50,60.6666666666667,67,7,83,76,69,0,"Female",57,"Strong","Some college","white",-0.300000000000001
"130","R_2bPnTpT5gJ0xShr",712,1,NA,1,NA,NA,NA,32,60,36,51,47.775,NA,9,0,0,0,0,0,0,0,100,0,51,51,51,0,51,0,0,0,0,0,0,0,1992,2,"white","Bachelors",7,7,3,1,45000,7,"none","out_correct","Republican","Democrat",0,0,1,0,44.75,0,51,17,0,0,100,100,0,0,"Female",28,"Strong","Bachelors","white",35.45
